layer,acc_sum,acc_avg,n,family,variant,model,dataset,max_layer,rel_depth
22,0.4355281207133059,0.40580704160951075,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.6470588235294118
23,0.44558756287151347,0.4156378600823045,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.6764705882352942
24,0.45976223136716965,0.4325560128029264,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.7058823529411765
25,0.4661636945587563,0.43872885230909925,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.7352941176470589
26,0.4695930498399634,0.45267489711934156,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.7647058823529411
27,0.46799268404206673,0.4538180155464106,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.7941176470588235
28,0.4693644261545496,0.46433470507544583,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.8235294117647058
29,0.4732510288065844,0.4654778235025149,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.8529411764705882
30,0.4673068129858253,0.4691358024691358,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.8823529411764706
31,0.47462277091906724,0.46364883401920437,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.9117647058823529
32,0.47370827617741196,0.4721079103795153,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.9411764705882353
33,0.4673068129858253,0.4476451760402378,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,0.9705882352941176
34,0.5278920896204847,0.4874256973022405,4374,Gemma-3-4B,base,Gemma-3-4B,ewok,34,1.0
1,0.41147761194029847,0.3902238805970149,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.029411764705882353
2,0.42686567164179107,0.4085522388059702,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.058823529411764705
3,0.41208955223880595,0.39705970149253733,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.08823529411764706
4,0.3873432835820896,0.36668656716417913,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.11764705882352941
5,0.4082238805970149,0.379,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.14705882352941177
6,0.38597014925373135,0.3631940298507463,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.17647058823529413
7,0.3477164179104478,0.3297910447761194,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.20588235294117646
8,0.3733134328358209,0.3376119402985075,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.23529411764705882
9,0.28465671641791046,0.2605970149253731,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.2647058823529412
10,0.3517313432835821,0.31371641791044774,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.29411764705882354
11,0.3218955223880597,0.29840298507462687,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.3235294117647059
12,0.3146268656716418,0.28367164179104476,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.35294117647058826
13,0.31695522388059705,0.27698507462686567,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.38235294117647056
14,0.34023880597014927,0.30601492537313435,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.4117647058823529
15,0.30328358208955225,0.27331343283582094,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.4411764705882353
16,0.30649253731343284,0.27928358208955223,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.47058823529411764
17,0.3114776119402985,0.28619402985074627,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.5
18,0.31617910447761194,0.29610447761194025,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.5294117647058824
19,0.31838805970149253,0.30004477611940295,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.5588235294117647
20,0.3298805970149254,0.30659701492537317,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.5882352941176471
21,0.36534328358208956,0.33507462686567163,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.6176470588235294
22,0.39013432835820894,0.3553731343283582,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.6470588235294118
23,0.431,0.3994328358208955,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.6764705882352942
24,0.44056716417910446,0.41282089552238804,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.7058823529411765
25,0.451820895522388,0.4261940298507463,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.7352941176470589
26,0.47705970149253735,0.45471641791044776,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.7647058823529411
27,0.4755970149253731,0.4598358208955224,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.7941176470588235
28,0.4816865671641792,0.4712686567164179,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.8235294117647058
29,0.4983880597014926,0.492865671641791,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.8529411764705882
30,0.5049402985074627,0.5013134328358209,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.8823529411764706
31,0.5272835820895523,0.5237164179104478,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.9117647058823529
32,0.5500149253731343,0.549179104477612,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.9411764705882353
33,0.5947761194029851,0.5949253731343284,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,0.9705882352941176
34,0.6078656716417911,0.5918358208955223,67000,Gemma-3-4B,it,Gemma-3-4B-it,blimp,34,1.0
1,0.4286694101508916,0.3898033836305441,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.029411764705882353
2,0.4513031550068587,0.41426611796982166,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.058823529411764705
3,0.46044810242341105,0.4357567443987197,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.08823529411764706
4,0.4794238683127572,0.464106081390032,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.11764705882352941
5,0.4561042524005487,0.41037951531778694,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.14705882352941177
6,0.43850022862368543,0.39803383630544126,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.17647058823529413
7,0.4563328760859625,0.4348422496570645,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.20588235294117646
8,0.44947416552354824,0.4023776863283036,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.23529411764705882
9,0.4140374942844079,0.38705989940557844,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.2647058823529412
10,0.44398719707361683,0.3920896204846822,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.29411764705882354
11,0.44170096021947874,0.4224965706447188,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.3235294117647059
12,0.4460448102423411,0.40397805212620025,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.35294117647058826
13,0.4410150891632373,0.38454503886602653,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.38235294117647056
14,0.4531321444901692,0.4204389574759945,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.4117647058823529
15,0.43689986282578874,0.40420667581161407,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.4411764705882353
16,0.44010059442158206,0.4199817101051669,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.47058823529411764
17,0.43438500228623683,0.4154092363968907,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.5
18,0.43712848651120256,0.4202103337905807,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.5294117647058824
19,0.4355281207133059,0.4199817101051669,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.5588235294117647
20,0.43850022862368543,0.41838134430727025,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.5882352941176471
21,0.4405578417924097,0.39803383630544126,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.6176470588235294
22,0.44192958390489256,0.3927754915409236,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.6470588235294118
23,0.4510745313214449,0.40626428898033834,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.6764705882352942
24,0.4588477366255144,0.42844078646547784,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.7058823529411765
25,0.4673068129858253,0.44238683127572015,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.7352941176470589
26,0.4663923182441701,0.44490169181527206,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.7647058823529411
27,0.45656149977137633,0.44010059442158206,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.7941176470588235
28,0.45564700502972105,0.43872885230909925,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.8235294117647058
29,0.45244627343392774,0.43461362597165065,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.8529411764705882
30,0.45496113397347965,0.4403292181069959,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.8823529411764706
31,0.46524919981710106,0.4483310470964792,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.9117647058823529
32,0.46684956561499774,0.4529035208047554,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.9411764705882353
33,0.48148148148148145,0.4606767261088249,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,0.9705882352941176
34,0.48788294467306814,0.4634202103337906,4374,Gemma-3-4B,it,Gemma-3-4B-it,ewok,34,1.0
1,0.09265671641791046,0.0,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.03125
2,0.15444776119402984,0.13222388059701493,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.0625
3,0.1544328358208955,0.13208955223880597,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.09375
4,0.15444776119402984,0.13222388059701493,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.125
5,0.16014925373134328,0.13229850746268657,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.15625
6,0.16119402985074627,0.1335820895522388,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.1875
7,0.16232835820895522,0.1357910447761194,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.21875
8,0.16523880597014926,0.13946268656716418,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.25
9,0.1668955223880597,0.1422537313432836,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.28125
10,0.17086567164179106,0.146955223880597,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.3125
11,0.1733134328358209,0.15031343283582088,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.34375
12,0.17753731343283582,0.15386567164179105,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.375
13,0.18156716417910446,0.15970149253731342,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.40625
14,0.18634328358208954,0.1640597014925373,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.4375
15,0.19499999999999998,0.17329850746268657,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.46875
16,0.20170149253731343,0.1833731343283582,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.5
17,0.21177611940298507,0.19459701492537315,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.53125
18,0.22716417910447761,0.20640298507462687,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.5625
19,0.24552238805970147,0.22707462686567165,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.59375
20,0.27734328358208954,0.2628059701492537,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.625
21,0.29634328358208956,0.2835522388059702,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.65625
22,0.31897014925373135,0.3096268656716418,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.6875
23,0.3370149253731343,0.32952238805970147,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.71875
24,0.38370149253731345,0.37246268656716414,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.75
25,0.41259701492537315,0.4007611940298507,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.78125
26,0.42579104477611945,0.41507462686567165,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.8125
27,0.45438805970149254,0.44329850746268656,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.84375
28,0.496134328358209,0.48631343283582085,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.875
29,0.538179104477612,0.5210895522388059,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.90625
30,0.5806417910447761,0.5614029850746268,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.9375
31,0.610865671641791,0.5863283582089552,67000,Mistral-7B,base,Mistral-7B,blimp,32,0.96875
32,0.8228805970149254,0.7952089552238807,67000,Mistral-7B,base,Mistral-7B,blimp,32,1.0
1,0.23273891175125744,0.0,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.03125
2,0.2700045724737083,0.21856424325560128,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.0625
3,0.2700045724737083,0.21764974851394606,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.09375
4,0.2704618198445359,0.2194787379972565,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.125
5,0.2700045724737083,0.21993598536808415,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.15625
6,0.27023319615912206,0.216506630086877,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.1875
7,0.27206218564243256,0.21856424325560128,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.21875
8,0.2752629172382259,0.21993598536808415,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.25
9,0.2764060356652949,0.2222222222222222,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.28125
10,0.27754915409236397,0.2245084590763603,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.3125
11,0.278692272519433,0.2238225880201189,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.34375
12,0.28189300411522633,0.22542295381801555,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.375
13,0.28440786465477824,0.22519433013260173,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.40625
14,0.28052126200274347,0.22999542752629173,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.4375
15,0.2903520804755373,0.23113854595336078,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.46875
16,0.289437585733882,0.2267946959304984,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.5
17,0.2912665752171925,0.23411065386374028,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.53125
18,0.29446730681298583,0.24165523548239598,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.5625
19,0.3022405121170553,0.25651577503429357,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.59375
20,0.2965249199817101,0.24394147233653407,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.625
21,0.3198445358939186,0.2652034750800183,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.65625
22,0.31824417009602196,0.2658893461362597,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.6875
23,0.3216735253772291,0.2704618198445359,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.71875
24,0.3303612254229538,0.2658893461362597,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.75
25,0.33676268861454045,0.2837219935985368,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.78125
26,0.33699131229995427,0.2962962962962963,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.8125
27,0.35893918609967995,0.29698216735253774,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.84375
28,0.35802469135802467,0.309785093735711,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.875
29,0.375628715134888,0.3113854595336077,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.90625
30,0.3850022862368541,0.32418838591678095,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.9375
31,0.39483310470964794,0.3244170096021948,4374,Mistral-7B,base,Mistral-7B,ewok,32,0.96875
32,0.5324645633287609,0.5153177869227252,4374,Mistral-7B,base,Mistral-7B,ewok,32,1.0
1,0.09220895522388059,0.0,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.03125
2,0.09220895522388059,0.0,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.0625
3,0.09232835820895523,0.0,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.09375
4,0.09746268656716418,0.0,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.125
5,0.09865671641791045,0.0,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.15625
6,0.1042089552238806,0.0,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.1875
7,0.11213432835820895,4.477611940298508e-05,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.21875
8,0.12249253731343285,0.00016417910447761192,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.25
9,0.12911940298507463,0.0008507462686567163,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.28125
10,0.135044776119403,0.0017014925373134329,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.3125
11,0.13850746268656716,0.004298507462686567,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.34375
12,0.1432537313432836,0.006,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.375
13,0.15640298507462685,0.013537313432835821,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.40625
14,0.1676865671641791,0.02746268656716418,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.4375
15,0.17177611940298507,0.043402985074626865,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.46875
16,0.18422388059701492,0.08743283582089552,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.5
17,0.1943731343283582,0.12401492537313431,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.53125
18,0.2045820895522388,0.14538805970149254,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.5625
19,0.2247462686567164,0.1507910447761194,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.59375
20,0.25146268656716414,0.17228358208955225,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.625
21,0.2675522388059701,0.19828358208955224,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.65625
22,0.29168656716417907,0.21992537313432836,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.6875
23,0.31249253731343285,0.24308955223880596,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.71875
24,0.3591940298507463,0.29226865671641794,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.75
25,0.381,0.31864179104477613,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.78125
26,0.39359701492537313,0.3366268656716418,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.8125
27,0.4156268656716418,0.36635820895522386,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.84375
28,0.4477761194029851,0.4019701492537313,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.875
29,0.4766716417910448,0.4388358208955224,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.90625
30,0.5135223880597015,0.4707313432835821,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.9375
31,0.5422835820895522,0.5019253731343283,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,0.96875
32,0.7226268656716417,0.6985671641791045,67000,Mistral-7B,it,Mistral-7B-it,blimp,32,1.0
1,0.232053040695016,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.03125
2,0.232053040695016,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.0625
3,0.23296753543667123,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.09375
4,0.23273891175125744,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.125
5,0.23411065386374028,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.15625
6,0.23571101966163693,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.1875
7,0.23616826703246457,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.21875
8,0.2393689986282579,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.25
9,0.2453132144490169,0.0,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.28125
10,0.24897119341563786,0.004343850022862369,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.3125
11,0.25148605395518975,0.006401463191586648,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.34375
12,0.2551440329218107,0.013488797439414724,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.375
13,0.25171467764060357,0.029721079103795154,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.40625
14,0.2558299039780521,0.05212620027434842,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.4375
15,0.2574302697759488,0.06081390032007316,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.46875
16,0.25468678555098306,0.09053497942386832,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.5
17,0.2684042066758116,0.07544581618655692,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.53125
18,0.26177411979881116,0.06767261088248742,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.5625
19,0.27914951989026066,0.09670781893004116,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.59375
20,0.2862368541380887,0.1005944215820759,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.625
21,0.30315500685871055,0.1364883401920439,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.65625
22,0.3317329675354367,0.17169638774577045,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.6875
23,0.3244170096021948,0.17306812985825332,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.71875
24,0.33539094650205764,0.18747142203932327,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.75
25,0.3532235939643347,0.23731138545953362,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.78125
26,0.3676268861454047,0.25171467764060357,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.8125
27,0.38294467306812985,0.25331504343850025,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.84375
28,0.3763145861911294,0.27434842249657065,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.875
29,0.395976223136717,0.3093278463648834,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.90625
30,0.4014631915866484,0.30864197530864196,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.9375
31,0.39574759945130317,0.30795610425240055,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,0.96875
32,0.5274348422496571,0.5185185185185185,4374,Mistral-7B,it,Mistral-7B-it,ewok,32,1.0
1,0.3218208955223881,0.3038955223880597,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.03571428571428571
2,0.3711492537313433,0.36880597014925376,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.07142857142857142
3,0.3867462686567164,0.381,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.10714285714285714
4,0.1878955223880597,0.1885373134328358,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.14285714285714285
5,0.18129850746268658,0.1811641791044776,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.17857142857142858
6,0.1863582089552239,0.17838805970149255,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.21428571428571427
7,0.18713432835820895,0.17602985074626867,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.25
8,0.20159701492537313,0.19137313432835823,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.2857142857142857
9,0.21558208955223881,0.20005970149253732,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.32142857142857145
10,0.20102985074626864,0.1933731343283582,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.35714285714285715
11,0.21470149253731344,0.20170149253731343,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.39285714285714285
12,0.2143731343283582,0.20305970149253733,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.42857142857142855
13,0.2142686567164179,0.2075223880597015,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.4642857142857143
14,0.2173731343283582,0.2090597014925373,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.5
15,0.21508955223880596,0.20708955223880596,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.5357142857142857
16,0.2333134328358209,0.22086567164179105,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.5714285714285714
17,0.24826865671641793,0.2373582089552239,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.6071428571428571
18,0.2523731343283582,0.23967164179104478,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.6428571428571429
19,0.2651492537313433,0.25101492537313436,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.6785714285714286
20,0.2926417910447761,0.28213432835820895,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.7142857142857143
21,0.33644776119402986,0.3228805970149254,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.75
22,0.388089552238806,0.37555223880597016,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.7857142857142857
23,0.42331343283582085,0.41007462686567164,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.8214285714285714
24,0.43870149253731344,0.42761194029850746,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.8571428571428571
25,0.4667761194029851,0.4545373134328358,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.8928571428571429
26,0.5044925373134329,0.48764179104477606,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.9285714285714286
27,0.5918955223880598,0.5682835820895523,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,0.9642857142857143
28,0.8070149253731344,0.7860447761194029,67000,Qwen-2.5-7B,base,Qwen-2.5-7B,blimp,28,1.0
1,0.3630544124371285,0.2837219935985368,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.03571428571428571
2,0.38042981252857794,0.3278463648834019,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.07142857142857142
3,0.4046639231824417,0.3616826703246456,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.10714285714285714
4,0.28052126200274347,0.2622313671696388,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.14285714285714285
5,0.2782350251486054,0.2496570644718793,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.17857142857142858
6,0.2761774119798811,0.25171467764060357,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.21428571428571427
7,0.2807498856881573,0.2549154092363969,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.25
8,0.2793781435756744,0.26154549611339734,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.2857142857142857
9,0.294238683127572,0.2674897119341564,4374,Qwen-2.5-7B,base,Qwen-2.5-7B,ewok,28,0.32142857142857145
